0,0,0
1,12,1
2,12,2
3,0,3
4,-10,4
5,-9,5
6,1,5
7,7,6
8,4,7
9,-3,8
10,-4,8
11,2,9
12,6,9
13,1,9
14,-7,9
15,-9,10
16,0,9
17,11,9
18,12,9
19,0,9
20,-12,8
21,-12,8
22,0,7
23,11,6
24,10,5
25,0,5
26,-8,4
27,-6,3
28,2,2
29,5,1
30,0,0
31,-5,-1
32,-2,-2
33,6,-3
34,8,-4
35,0,-4
36,-10,-5
37,-11,-6
38,0,-7
39,12,-8
40,12,-8
41,0,-9
42,-12,-9
43,-11,-9
44,0,-9
45,10,-10
46,7,-9
47,-1,-9
48,-6,-9
49,-2,-9
50,4,-8
51,3,-8
52,-4,-7
53,-7,-6
54,-1,-5
55,9,-5
56,10,-4
57,0,-3
58,-12,-2
59,-12,-1
60,0,0
61,12,1
62,12,2
63,0,3
64,-10,4
65,-9,5
66,1,5
67,7,6
68,4,7
69,-3,8
70,-4,8
71,2,9
72,6,9
73,1,9
74,-7,9
75,-10,10
76,0,9
77,11,9
78,12,9
79,0,9
80,-12,8
81,-12,8
82,0,7
83,11,6
84,10,5
85,0,4
86,-8,4
87,-6,3
88,2,2
89,5,1
90,0,0
91,-5,-1
92,-2,-2
93,6,-3
94,8,-4
95,0,-4
96,-10,-5
97,-11,-6
98,0,-7
99,12,-8
100,12,-8
101,0,-9
102,-12,-9
103,-11,-9
104,0,-9
105,9,-10
106,7,-9
107,-1,-9
108,-6,-9
109,-2,-9
110,4,-8
111,3,-8
112,-4,-7
113,-7,-6
114,-1,-5
115,9,-4
116,10,-4
117,0,-3
118,-12,-2
119,-12,-1
120,0,30
121,12,31
122,12,32
123,0,33
124,-10,34
125,-9,35
126,1,35
127,7,36
128,4,37
129,-3,38
130,-4,38
131,2,39
132,6,39
133,1,39
134,-7,39
135,-9,40
136,0,39
137,11,39
138,12,39
139,0,39
140,-12,38
141,-12,38
142,0,37
143,11,36
144,10,35
145,0,35
146,-8,34
147,493,3
148,502,2
149,505,1
150,499,0
151,494,-1
152,497,-2
153,6,-3
154,8,-4
155,0,-4
156,-10,-5
157,-11,-6
158,0,-7
159,12,-8
160,12,-8
161,0,-9
162,-12,-9
163,-11,-9
164,0,-9
165,9,-10
166,7,-9
167,-1,-9
168,-6,-9
169,-2,-9
170,4,-8
171,3,-8
172,-4,-7
173,-7,-6
174,-1,-5
175,9,-5
176,10,-4
177,0,-3
178,-12,-2
179,-12,-1
180,0,0
181,12,1
182,12,2
183,0,3
184,-10,4
185,-9,5
186,1,5
187,7,6
188,4,7
189,-3,8
190,-4,8
191,2,9
192,6,9
193,1,9
194,-7,9
195,-9,10
196,0,9
197,11,9
198,12,9
199,0,9
200,-12,8
201,-12,8
202,0,7
203,11,6
204,10,5
205,0,4
206,-8,4
207,-6,3
208,2,2
209,5,1
210,0,0
211,-5,-1
212,-2,-2
213,6,-3
214,8,-4
215,0,-5
216,-10,-5
217,-11,-6
218,0,-7
219,12,-8
220,12,-8
221,0,-9
222,-12,-9
223,-11,-9
224,0,-9
225,10,-10
226,7,-9
227,-1,-9
228,-6,-9
229,-2,-9
230,4,-8
231,3,-8
232,-4,-7
233,-7,-6
234,-1,-5
235,9,-5
236,10,-4
237,0,-3
238,-12,-2
239,-12,-1
240,0,0
241,12,1
242,12,2
243,0,3
244,-10,4
245,-9,4
246,1,5
247,7,6
248,4,7
249,-3,8
250,-4,8
251,2,9
252,6,9
253,1,9
254,-7,9
255,-10,10
256,0,9
257,11,9
258,12,9
259,0,9
260,-12,8
261,-12,8
262,0,7
263,11,6
264,10,5
265,0,5
266,-8,4
267,-6,3
268,2,2
269,5,1
270,0,0
271,-5,-1
272,-2,-2
273,6,-3
274,8,-4
275,0,-5
276,-10,-5
277,-11,-6
278,0,-7
279,12,-8
280,12,-8
281,0,-9
282,-12,-9
283,-11,-9
284,0,-9
285,10,-10
286,7,-9
287,-1,-9
288,-6,-9
289,-2,-9
290,4,-8
291,3,-8
292,-4,-7
293,-7,-6
294,-1,-5
295,9,-4
296,10,-4
297,0,-3
298,-12,-2
299,-12,-1
